# R (a.u.)            X(1)1Sigma+         A(2)1Sigma+         (3)1Sigma+          (4)1Sigma+          (5)1Sigma+          (6)1Sigma+          (7)1Sigma+          (1)1Pi              (2)1Pi              (3)1Pi              (4)1Pi              (5)1Pi              b(1)3Pi
  0.117709905130E+02 -0.146586473682E+04 -0.452184411194E+04 -0.317847133223E+04 -0.158814891325E+04 -0.289536997549E+04 -0.308503237928E+04 -0.201856927126E+04 -0.866787915212E+03 -0.899897831954E+03 -0.537162002735E+03 -0.159172871203E+04 -0.323861517933E+04 -0.323294739885E+04
  0.118009916790E+02 -0.144571893522E+04 -0.450193328875E+04 -0.316601978631E+04 -0.158272635822E+04 -0.288347090420E+04 -0.307114323755E+04 -0.200631977561E+04 -0.860302984727E+03 -0.886960179451E+03 -0.532331434745E+03 -0.157925379752E+04 -0.322320928839E+04 -0.320005885556E+04
  0.118310593354E+02 -0.142584020685E+04 -0.448187326989E+04 -0.315336066355E+04 -0.157725259043E+04 -0.287160380262E+04 -0.305729612936E+04 -0.199415983358E+04 -0.853862535909E+03 -0.874058011259E+03 -0.527497536644E+03 -0.156672428282E+04 -0.320772338905E+04 -0.316732927894E+04
  0.118611944669E+02 -0.140575420446E+04 -0.446165677543E+04 -0.314049514536E+04 -0.157173002407E+04 -0.285976888973E+04 -0.304350151858E+04 -0.198209732669E+04 -0.847465597422E+03 -0.861195427456E+03 -0.522661348653E+03 -0.155414229066E+04 -0.319215759637E+04 -0.313475500521E+04
  0.118913980532E+02 -0.138559180486E+04 -0.444129360998E+04 -0.312742442332E+04 -0.156616107478E+04 -0.284796640402E+04 -0.302976989403E+04 -0.197014023094E+04 -0.841111214607E+03 -0.848376514567E+03 -0.517823905149E+03 -0.154150995500E+04 -0.317651199548E+04 -0.310236044237E+04
  0.119216710690E+02 -0.136612845832E+04 -0.442079397668E+04 -0.311414970675E+04 -0.156054817832E+04 -0.283619662624E+04 -0.301611186666E+04 -0.195829662034E+04 -0.834798429396E+03 -0.835605382973E+03 -0.512986259764E+03 -0.152882944727E+04 -0.316078667238E+04 -0.307017048696E+04
  0.119520144834E+02 -0.134680532694E+04 -0.440014231935E+04 -0.310067224714E+04 -0.155489366284E+04 -0.282446013259E+04 -0.300253786374E+04 -0.194657444309E+04 -0.828526304184E+03 -0.822885781083E+03 -0.508149499857E+03 -0.151610299144E+04 -0.314498164722E+04 -0.303816843649E+04
  0.119824292591E+02 -0.132757992802E+04 -0.437934819503E+04 -0.308699332879E+04 -0.154919981015E+04 -0.281275767734E+04 -0.298905827765E+04 -0.193498163035E+04 -0.822293910198E+03 -0.810221277455E+03 -0.503314740581E+03 -0.150333285894E+04 -0.312909690624E+04 -0.300638311360E+04
  0.120129163522E+02 -0.130862041548E+04 -0.435842218032E+04 -0.307311425845E+04 -0.154346893395E+04 -0.280109004152E+04 -0.297568365052E+04 -0.192352623055E+04 -0.816100314750E+03 -0.797615495228E+03 -0.498483114083E+03 -0.149052136056E+04 -0.311313244211E+04 -0.297483398705E+04
  0.120434767116E+02 -0.128963232442E+04 -0.433735689589E+04 -0.305903644425E+04 -0.153770330754E+04 -0.278945815017E+04 -0.296242434798E+04 -0.191221613604E+04 -0.809944663611E+03 -0.785071932610E+03 -0.493655678416E+03 -0.147767081550E+04 -0.309708819915E+04 -0.294351232772E+04
  0.120741112910E+02 -0.127039723638E+04 -0.431614532300E+04 -0.304476141088E+04 -0.153190514428E+04 -0.277786309788E+04 -0.294929047571E+04 -0.190105901292E+04 -0.803826198837E+03 -0.772593914039E+03 -0.488833393520E+03 -0.146478353973E+04 -0.308096405369E+04 -0.291249278178E+04
  0.121048210628E+02 -0.125181773072E+04 -0.429479497782E+04 -0.303029070272E+04 -0.152607668237E+04 -0.276630600498E+04 -0.293629226522E+04 -0.189006262235E+04 -0.797744158728E+03 -0.760184799643E+03 -0.484017226157E+03 -0.145186187828E+04 -0.306475987153E+04 -0.288163173809E+04
  0.121356070204E+02 -0.123349015307E+04 -0.427331926616E+04 -0.301562583846E+04 -0.152022011107E+04 -0.275478803651E+04 -0.292343991335E+04 -0.187923452014E+04 -0.791697787675E+03 -0.747847844091E+03 -0.479208150739E+03 -0.143890819132E+04 -0.304847546701E+04 -0.285065268712E+04
  0.121664701784E+02 -0.121523951753E+04 -0.425170957841E+04 -0.300076825046E+04 -0.151433744745E+04 -0.274331044583E+04 -0.291074329326E+04 -0.186858155731E+04 -0.785686361577E+03 -0.735585956104E+03 -0.474407139879E+03 -0.142592482895E+04 -0.303211053347E+04 -0.281959111697E+04
  0.121974115734E+02 -0.119723847777E+04 -0.422996921277E+04 -0.298571936795E+04 -0.150843070574E+04 -0.273187451656E+04 -0.289821235740E+04 -0.185811056607E+04 -0.779709152612E+03 -0.723402028292E+03 -0.469615178160E+03 -0.141291416757E+04 -0.301566473703E+04 -0.278849159188E+04
  0.122284322647E+02 -0.117931187432E+04 -0.420810525782E+04 -0.297048064844E+04 -0.150250189755E+04 -0.272048158265E+04 -0.288585709297E+04 -0.184782821685E+04 -0.773765430112E+03 -0.711298937869E+03 -0.464833249079E+03 -0.139987861439E+04 -0.299913772650E+04 -0.275736343207E+04
  0.122595333348E+02 -0.116109639429E+04 -0.418611212622E+04 -0.295505364408E+04 -0.149655289965E+04 -0.270913315616E+04 -0.287368701366E+04 -0.183773988320E+04 -0.767854492242E+03 -0.699279291708E+03 -0.460062268808E+03 -0.138682059629E+04 -0.298252910408E+04 -0.272621491814E+04
  0.122907158905E+02 -0.114346135814E+04 -0.416399042819E+04 -0.293943994797E+04 -0.149058556369E+04 -0.269783082372E+04 -0.286171158411E+04 -0.182785057664E+04 -0.761975639514E+03 -0.687345637430E+03 -0.455303141189E+03 -0.137374257075E+04 -0.296583844881E+04 -0.269506215985E+04
  0.123219810635E+02 -0.112614374875E+04 -0.414174170889E+04 -0.292364116985E+04 -0.148460176168E+04 -0.268657620475E+04 -0.284994039404E+04 -0.181816530673E+04 -0.756128173437E+03 -0.675500537832E+03 -0.450556776993E+03 -0.136064702562E+04 -0.294906532261E+04 -0.266392090803E+04
  0.123533300112E+02 -0.110890009142E+04 -0.411936589356E+04 -0.290765894735E+04 -0.147860331801E+04 -0.267537101747E+04 -0.283838287393E+04 -0.180868826745E+04 -0.750311502953E+03 -0.663746320667E+03 -0.445824027199E+03 -0.134753642442E+04 -0.293220922537E+04 -0.263280375538E+04
  0.123847639173E+02 -0.109189650122E+04 -0.409687041521E+04 -0.289149494161E+04 -0.147259204046E+04 -0.266421705132E+04 -0.282704842656E+04 -0.179942319730E+04 -0.744525097371E+03 -0.652085190047E+03 -0.441105712821E+03 -0.133441323191E+04 -0.291526961390E+04 -0.260173212038E+04
  0.124162839932E+02 -0.107500076990E+04 -0.407426010432E+04 -0.287515083044E+04 -0.146656975396E+04 -0.265311612696E+04 -0.281594657348E+04 -0.179037376798E+04 -0.738768417211E+03 -0.640519375063E+03 -0.436402666381E+03 -0.132127995062E+04 -0.289824592844E+04 -0.257072353412E+04
  0.124478914785E+02 -0.105783135433E+04 -0.405153372585E+04 -0.285862829653E+04 -0.146053808795E+04 -0.264207011458E+04 -0.280508613054E+04 -0.178154095518E+04 -0.733040882971E+03 -0.629050899838E+03 -0.431715705314E+03 -0.130813912795E+04 -0.288113756396E+04 -0.253978693063E+04
  0.124795876422E+02 -0.104121610955E+04 -0.402868623759E+04 -0.284192902828E+04 -0.145449848192E+04 -0.263108093443E+04 -0.279447523099E+04 -0.177292309798E+04 -0.727341875516E+03 -0.617681589801E+03 -0.427045632999E+03 -0.129499335724E+04 -0.286394387020E+04 -0.250892497445E+04
  0.125113737835E+02 -0.102488969988E+04 -0.400572224407E+04 -0.282505473176E+04 -0.144845238977E+04 -0.262015054083E+04 -0.278412212166E+04 -0.176451840818E+04 -0.721670766205E+03 -0.606413292479E+03 -0.422393264321E+03 -0.128184527297E+04 -0.284666417833E+04 -0.247815355204E+04
  0.125432512327E+02 -0.100873802984E+04 -0.398264635038E+04 -0.280800713189E+04 -0.144240128915E+04 -0.260928092278E+04 -0.277403520109E+04 -0.175632507529E+04 -0.716027007937E+03 -0.595247784326E+03 -0.417759375441E+03 -0.126869750905E+04 -0.282929779926E+04 -0.244748821888E+04
  0.125752213367E+02 -0.992590288947E+03 -0.395945217923E+04 -0.279078798129E+04 -0.143634668517E+04 -0.259847411012E+04 -0.276422302900E+04 -0.174834126975E+04 -0.710410181400E+03 -0.584186726721E+03 -0.413144681268E+03 -0.125555268573E+04 -0.281184403061E+04 -0.241692829856E+04
  0.126072854363E+02 -0.976316598764E+03 -0.393614540128E+04 -0.277339907421E+04 -0.143029011466E+04 -0.258773218204E+04 -0.275469433322E+04 -0.174056513523E+04 -0.704819877376E+03 -0.573231812951E+03 -0.408549908619E+03 -0.124241347767E+04 -0.279430217160E+04 -0.238648769019E+04
  0.126394448639E+02 -0.960660593883E+03 -0.391273148986E+04 -0.275584225801E+04 -0.142423300782E+04 -0.257705721077E+04 -0.274545734512E+04 -0.173299294934E+04 -0.699255658124E+03 -0.562384601998E+03 -0.403975769820E+03 -0.122928254911E+04 -0.277667148521E+04 -0.235618134153E+04
  0.126717009417E+02 -0.945172865508E+03 -0.388920913951E+04 -0.273811944484E+04 -0.141817653506E+04 -0.256645119870E+04 -0.273651906483E+04 -0.172561709242E+04 -0.693717025917E+03 -0.551646321038E+03 -0.399422926623E+03 -0.121616247579E+04 -0.275895115486E+04 -0.232601640772E+04
  0.127040549806E+02 -0.929812167715E+03 -0.386558160301E+04 -0.272023259983E+04 -0.141212185875E+04 -0.255591618399E+04 -0.272788646434E+04 -0.171842934134E+04 -0.688203473949E+03 -0.541018188565E+03 -0.394892050152E+03 -0.120305587719E+04 -0.274114035701E+04 -0.229600085191E+04
  0.127365082787E+02 -0.914710876251E+03 -0.384184979330E+04 -0.270218372598E+04 -0.140607015385E+04 -0.254545427306E+04 -0.271956647003E+04 -0.171142097357E+04 -0.682714545755E+03 -0.530501435817E+03 -0.390383821128E+03 -0.118996546054E+04 -0.272323831851E+04 -0.226614110517E+04
  0.127690621199E+02 -0.899517942088E+03 -0.381801336778E+04 -0.268397483862E+04 -0.140002257982E+04 -0.253506767083E+04 -0.271156562137E+04 -0.170458211351E+04 -0.677249928904E+03 -0.520097262182E+03 -0.385898914622E+03 -0.117689406482E+04 -0.270524440017E+04 -0.223644376417E+04
  0.128017177724E+02 -0.884345033286E+03 -0.379407708538E+04 -0.266560800416E+04 -0.139398031786E+04 -0.252475864561E+04 -0.270389050368E+04 -0.169790253903E+04 -0.671809337386E+03 -0.509806892317E+03 -0.381438020207E+03 -0.116384461028E+04 -0.268715799431E+04 -0.220691952374E+04
  0.128344764863E+02 -0.869745070733E+03 -0.377003534938E+04 -0.264708534031E+04 -0.138794451134E+04 -0.251452944550E+04 -0.269654747786E+04 -0.169137139408E+04 -0.666392474174E+03 -0.499631494665E+03 -0.377001807330E+03 -0.115082002158E+04 -0.266897847448E+04 -0.217756568147E+04
  0.128673394927E+02 -0.855257354848E+03 -0.374588652044E+04 -0.262840899386E+04 -0.138191609968E+04 -0.250438211021E+04 -0.268954179432E+04 -0.168497607640E+04 -0.660998999562E+03 -0.489571951785E+03 -0.372590829620E+03 -0.113782306326E+04 -0.265070512285E+04 -0.214838428129E+04
  0.129003080007E+02 -0.840930854707E+03 -0.372164700698E+04 -0.260958117136E+04 -0.137589599846E+04 -0.249431867553E+04 -0.268287854688E+04 -0.167870341737E+04 -0.655628565127E+03 -0.479629107638E+03 -0.368205628472E+03 -0.112485652069E+04 -0.263233721089E+04 -0.211939948885E+04
  0.129333831959E+02 -0.826841049043E+03 -0.369731766975E+04 -0.259060415044E+04 -0.136988512342E+04 -0.248434121255E+04 -0.267656269837E+04 -0.167253991714E+04 -0.650280843581E+03 -0.469803802217E+03 -0.363846770432E+03 -0.111192323859E+04 -0.261387405508E+04 -0.209061543069E+04
  0.129665662381E+02 -0.812568933213E+03 -0.367288877389E+04 -0.257148028550E+04 -0.136388431524E+04 -0.247445177674E+04 -0.267059838908E+04 -0.166647149285E+04 -0.644955588877E+03 -0.460096773918E+03 -0.359514872958E+03 -0.109902608568E+04 -0.259531511430E+04 -0.206202352406E+04
  0.129998582584E+02 -0.798549709504E+03 -0.364835472586E+04 -0.255221200926E+04 -0.135789441503E+04 -0.246465246011E+04 -0.266498961683E+04 -0.166048371131E+04 -0.639652577147E+03 -0.450508755792E+03 -0.355210579839E+03 -0.108616799347E+04 -0.257665989734E+04 -0.203362053143E+04
  0.130332603572E+02 -0.784973574609E+03 -0.362374222841E+04 -0.253280181813E+04 -0.135191624500E+04 -0.245494533016E+04 -0.265974013560E+04 -0.165456194415E+04 -0.634371586551E+03 -0.441040451120E+03 -0.350934508310E+03 -0.107335191772E+04 -0.255790792832E+04 -0.200544050154E+04
  0.130667736309E+02 -0.771481100331E+03 -0.359904853853E+04 -0.251325220408E+04 -0.134595046671E+04 -0.244533217953E+04 -0.265485245351E+04 -0.164869161682E+04 -0.629112389633E+03 -0.431692352880E+03 -0.346687106111E+03 -0.106058066712E+04 -0.253905871435E+04 -0.197748230813E+04
  0.131003992925E+02 -0.758195518928E+03 -0.357425480683E+04 -0.249356563768E+04 -0.133999769118E+04 -0.243581472474E+04 -0.265032877017E+04 -0.164285793014E+04 -0.623874737286E+03 -0.422464875311E+03 -0.342468769943E+03 -0.104785701387E+04 -0.252011169436E+04 -0.194972520768E+04
  0.131341387106E+02 -0.745047778727E+03 -0.354938032126E+04 -0.247374455301E+04 -0.133405848741E+04 -0.242639467000E+04 -0.264617104997E+04 -0.163704605067E+04 -0.618658369892E+03 -0.413358387911E+03 -0.338279895341E+03 -0.103518370445E+04 -0.250106625600E+04 -0.192219261468E+04
  0.131679934177E+02 -0.731719377450E+03 -0.352442540798E+04 -0.245379130915E+04 -0.132813329263E+04 -0.241707368490E+04 -0.264238028732E+04 -0.163124194178E+04 -0.613463061613E+03 -0.404373173288E+03 -0.334120899501E+03 -0.102256336968E+04 -0.248192182618E+04 -0.189488812245E+04
  0.132019651206E+02 -0.718879492250E+03 -0.349938286898E+04 -0.243370821831E+04 -0.132222249976E+04 -0.240785342875E+04 -0.263895724599E+04 -0.162543152518E+04 -0.608288575283E+03 -0.395509470430E+03 -0.329992198832E+03 -0.100999861387E+04 -0.246267777004E+04 -0.186780516512E+04
  0.132360557107E+02 -0.706267137927E+03 -0.347425646748E+04 -0.241349753545E+04 -0.131632644911E+04 -0.239873544042E+04 -0.263590234486E+04 -0.161960089015E+04 -0.603134650563E+03 -0.386767423471E+03 -0.325894181079E+03 -0.997491994994E+03 -0.244333336957E+04 -0.184094624277E+04
  0.132702672748E+02 -0.693770289122E+03 -0.344905170398E+04 -0.239316141535E+04 -0.131044534108E+04 -0.238972085358E+04 -0.263321480485E+04 -0.161373745306E+04 -0.598001010921E+03 -0.378146924313E+03 -0.321827155663E+03 -0.985045907541E+03 -0.242388785398E+04 -0.181431968273E+04
  0.133046021072E+02 -0.681507591594E+03 -0.342377297787E+04 -0.237270194770E+04 -0.130457932894E+04 -0.238081070721E+04 -0.263089358590E+04 -0.160782868057E+04 -0.592887354342E+03 -0.369647784583E+03 -0.317791407503E+03 -0.972662710096E+03 -0.240434035245E+04 -0.178793101042E+04
  0.133390627225E+02 -0.669171123571E+03 -0.339842059140E+04 -0.235212115450E+04 -0.129872847630E+04 -0.237200596847E+04 -0.262893727648E+04 -0.160186240052E+04 -0.587793352280E+03 -0.361269771149E+03 -0.313787186315E+03 -0.960344659154E+03 -0.238468991665E+04 -0.176177937609E+04
  0.133736518695E+02 -0.656941882354E+03 -0.337298692659E+04 -0.233142097085E+04 -0.129289264029E+04 -0.236330742686E+04 -0.262734346272E+04 -0.159582793996E+04 -0.582718652321E+03 -0.353012587216E+03 -0.309814662933E+03 -0.948093734650E+03 -0.236493558374E+04 -0.173585958764E+04
  0.134083725455E+02 -0.645164182412E+03 -0.334747468158E+04 -0.231060325459E+04 -0.128707161749E+04 -0.235471583120E+04 -0.262610954268E+04 -0.158971465613E+04 -0.577662872645E+03 -0.344875897690E+03 -0.305873984766E+03 -0.935911862603E+03 -0.234507627773E+04 -0.171017369573E+04
  0.134432280129E+02 -0.633475824218E+03 -0.332189136902E+04 -0.228966971214E+04 -0.128126517611E+04 -0.234623184438E+04 -0.262523251147E+04 -0.158351259588E+04 -0.572625634486E+03 -0.336859258575E+03 -0.301965275116E+03 -0.923800898385E+03 -0.232511083020E+04 -0.168472749508E+04
  0.134782218166E+02 -0.621973146802E+03 -0.329623645361E+04 -0.226862181815E+04 -0.127547305847E+04 -0.233785596823E+04 -0.262470856917E+04 -0.157721348312E+04 -0.567606596649E+03 -0.328962038650E+03 -0.298088620792E+03 -0.911762562959E+03 -0.230503802014E+04 -0.165952179532E+04
  0.135133578027E+02 -0.610595930986E+03 -0.327050231345E+04 -0.224746092935E+04 -0.126969496887E+04 -0.232958866830E+04 -0.262453378115E+04 -0.157080904919E+04 -0.562605393212E+03 -0.321183552298E+03 -0.294244091152E+03 -0.899798548268E+03 -0.228485648142E+04 -0.163454919146E+04
  0.135486401317E+02 -0.599081891281E+03 -0.324468764090E+04 -0.222618827826E+04 -0.126393040153E+04 -0.232143017174E+04 -0.262470357917E+04 -0.156429189430E+04 -0.557621582596E+03 -0.313523070447E+03 -0.290431672456E+03 -0.887910381980E+03 -0.226456476381E+04 -0.160980715319E+04
  0.135840729356E+02 -0.588022299134E+03 -0.321880038282E+04 -0.220480517627E+04 -0.125817862701E+04 -0.231338045879E+04 -0.262521251398E+04 -0.155765599546E+04 -0.552654679354E+03 -0.305979894007E+03 -0.286651277787E+03 -0.876099485859E+03 -0.224416156344E+04 -0.158530207246E+04
  0.136196598026E+02 -0.577128649135E+03 -0.319284045815E+04 -0.218331335578E+04 -0.125243899512E+04 -0.230543965891E+04 -0.262605496935E+04 -0.155089547319E+04 -0.547704284344E+03 -0.298553467058E+03 -0.282902893362E+03 -0.864367531217E+03 -0.222364592688E+04 -0.156103484377E+04
  0.136554036897E+02 -0.566362673587E+03 -0.316680547183E+04 -0.216171503096E+04 -0.124671102161E+04 -0.229760807321E+04 -0.262722491379E+04 -0.154400588747E+04 -0.542770189596E+03 -0.291243333613E+03 -0.279186669811E+03 -0.852716285974E+03 -0.220301739678E+04 -0.153700358591E+04
  0.136913068646E+02 -0.555793979218E+03 -0.314069852982E+04 -0.214001293865E+04 -0.124099438773E+04 -0.228988617411E+04 -0.262871588546E+04 -0.153698411501E+04 -0.537852373420E+03 -0.284049139366E+03 -0.275502915825E+03 -0.841147642236E+03 -0.218227603906E+04 -0.151320978703E+04
  0.137273708426E+02 -0.545091558205E+03 -0.311453187487E+04 -0.211821035597E+04 -0.123528887091E+04 -0.228227458781E+04 -0.263052110249E+04 -0.152982732117E+04 -0.532950917385E+03 -0.276970660786E+03 -0.271852007958E+03 -0.829663774781E+03 -0.216142241152E+04 -0.148966201434E+04
  0.137635963193E+02 -0.534691612389E+03 -0.308829566843E+04 -0.209631094941E+04 -0.122959416916E+04 -0.227477391935E+04 -0.263263282427E+04 -0.152253416840E+04 -0.528065950833E+03 -0.270007726441E+03 -0.268234217910E+03 -0.818267044284E+03 -0.214045772047E+04 -0.146635201311E+04
  0.137999830981E+02 -0.524548337903E+03 -0.306198485569E+04 -0.207431892354E+04 -0.122391000296E+04 -0.226738484166E+04 -0.263504262445E+04 -0.151510419518E+04 -0.523197686428E+03 -0.263160253108E+03 -0.264649804527E+03 -0.806960062648E+03 -0.211938380352E+04 -0.144327464942E+04
  0.138365300154E+02 -0.514562903942E+03 -0.303561340126E+04 -0.205223918201E+04 -0.121823621643E+04 -0.226010820634E+04 -0.263774159641E+04 -0.150753750788E+04 -0.518346465972E+03 -0.256428302374E+03 -0.261099128211E+03 -0.795745675716E+03 -0.209820315677E+04 -0.142043917720E+04
  0.138732348626E+02 -0.504512297731E+03 -0.300919382245E+04 -0.203007739554E+04 -0.121257276891E+04 -0.225294509580E+04 -0.264072005874E+04 -0.149983584839E+04 -0.513512792742E+03 -0.249812134035E+03 -0.257582708810E+03 -0.784626710670E+03 -0.207691912088E+04 -0.139785573373E+04
  0.139100943078E+02 -0.494657931917E+03 -0.298272676553E+04 -0.200784002523E+04 -0.120691975715E+04 -0.224589676449E+04 -0.264396775178E+04 -0.149200163801E+04 -0.508697310554E+03 -0.243312142224E+03 -0.254101171952E+03 -0.773606222817E+03 -0.205553579541E+04 -0.137552474391E+04
  0.139471038170E+02 -0.485124254405E+03 -0.295621214538E+04 -0.198553426929E+04 -0.120127736450E+04 -0.223896461959E+04 -0.264747374103E+04 -0.148403820007E+04 -0.503900805649E+03 -0.236928710006E+03 -0.250655203651E+03 -0.762687494857E+03 -0.203405807828E+04 -0.135344352327E+04
  0.139842575784E+02 -0.475685047133E+03 -0.292966159124E+04 -0.196316802483E+04 -0.119564581307E+04 -0.223215021721E+04 -0.265122626060E+04 -0.147595024768E+04 -0.499124215727E+03 -0.230662097585E+03 -0.247245526009E+03 -0.751873961302E+03 -0.201249174258E+04 -0.133161684481E+04
  0.140215484308E+02 -0.466446330014E+03 -0.290307275184E+04 -0.194075006053E+04 -0.119002546755E+04 -0.222545525645E+04 -0.265521287572E+04 -0.146774309269E+04 -0.494368625120E+03 -0.224512637803E+03 -0.243872936689E+03 -0.741169328080E+03 -0.199084342510E+04 -0.131004931983E+04
  0.140589678462E+02 -0.457182514178E+03 -0.287647525390E+04 -0.191828999287E+04 -0.118441678685E+04 -0.221888179955E+04 -0.265942004936E+04 -0.145942307625E+04 -0.489635303397E+03 -0.218480979623E+03 -0.240538279699E+03 -0.730577410246E+03 -0.196912080929E+04 -0.128874733759E+04
  0.140965066501E+02 -0.448063581256E+03 -0.284988016285E+04 -0.189579784631E+04 -0.117882022325E+04 -0.221243208311E+04 -0.266383329294E+04 -0.145099732457E+04 -0.484925600974E+03 -0.212567913720E+03 -0.237242378648E+03 -0.720101930389E+03 -0.194733217064E+04 -0.126771897245E+04
